,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
36,Geyntse,12320.03068,12173.40074,12231.34545,12304.37557,12271.03428,12407.42135,12288.31015,12173.27497,12128.53435,12105.99515,12168.34308,12192.3026,12150.82774,12379.07507,12456.27231,12402.11798,12599.53642,12499.99077,12315.228961750468,12478.01042546809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Gippius,4202.531359,2910.920996,4491.148502,4619.548725,2566.117331,5477.507571,3122.110742,3669.816381,2847.854185,3209.732278,3534.502118,2630.081984,2907.645372,5300.966717,4307.919844,7821.71301,8053.993846,7607.291598,2317.3931725198204,8039.069859924264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Glinkav,4082.736844,2885.820991,4391.713953,4517.241475,2542.248412,5407.343459,3103.514477,3625.276487,2710.919846,3198.284588,3503.081992,2480.149,2889.796356,5198.11016,4322.617146,7678.363236,8003.812167,7438.162455,2351.700604757209,7902.950192254151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Gogol,8524.504587,8403.593603,8497.60081,8527.7357,8431.803949,8682.152839,8475.217569,8484.927683,8356.86673,8404.073041,8430.354032,8416.856974,8445.886915,8586.237282,8620.081329,8792.878982,8972.998802,8843.299501,8442.596640566328,8843.880920254958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Goncharov,7993.199817,7804.634871,7921.232997,7974.486047,7862.614798,8088.697623,7938.466451,7890.6131,7805.297199,7809.394247,7896.98694,7856.538475,7870.011991,8037.653252,8017.397436,8273.796255,8443.189273,8399.94615,7900.688834707617,8347.298122172746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Gorkiy,4278.929929,3701.297807,4563.43211,4681.770471,3713.685718,5542.714784,3790.076807,3856.605652,3678.482962,3753.150965,3819.274226,3695.643184,3753.537257,5326.882316,4427.035878,7833.190936,8060.43302,7639.629279,3689.850452972333,8032.552712952794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Gorky,10132.41774,9969.72056,10089.22526,10118.54146,10057.5697,10248.60219,10137.99478,10092.91513,9964.074265,10016.54955,10113.4214,10055.2897,10138.1477,10203.71604,10202.71174,10306.88751,10497.36481,10481.40658,10076.506331629089,10348.773934365228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Grebenka,4132.756747,2947.662674,4467.206039,4571.261223,2599.314673,5489.425627,3154.097605,3687.835258,2846.527617,3244.12732,3552.141462,2615.498938,2925.692101,5241.25073,4311.352691,7818.465633,8062.878572,7531.098081,2505.973624152496,8023.407342110608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Grech,4314.263031,3946.629209,4589.455207,4716.039952,3955.448293,5595.484992,4017.869126,4066.619951,3928.381943,3980.396701,4051.956081,3912.926489,3941.828561,5358.634201,4492.974484,7890.361665,8068.668152,7559.276866,3950.6086703735978,8106.59482522284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Grigorovich,8338.939359,8220.632725,8292.981902,8347.669922,8285.616806,8476.278654,8327.082719,8272.014052,8137.213743,8231.987046,8275.814552,8224.355889,8292.216402,8433.243408,8443.659061,8624.41383,8815.328128,8731.889723,8267.614724956,8673.151806323367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Herzen,5479.605875,5296.644202,5492.910858,5517.194605,5305.613028,5746.695717,5365.025183,5397.431984,5275.042342,5306.931224,5360.940052,5275.90516,5320.023145,5561.658165,5476.434604,7964.307458,8131.324082,7716.907018,5358.19652776817,8189.671847411273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Iogel,5803.189876,5602.220354,5822.451896,5824.161884,5632.622472,5967.666812,5686.370703,5695.17011,5420.268396,5638.042972,5719.078025,5450.512936,5658.498148,5879.431679,5771.462966,7891.873938,8108.067376,7697.040014,5627.966023125528,8103.719625715679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Kalashnikov,4155.376064,3186.110788,4491.528181,4597.775744,3189.882404,5533.993364,3271.915339,3710.55823,3051.772968,3286.806248,3566.376835,3023.381574,3217.014788,5215.856349,4316.79932,7811.384454,7983.18798,7509.028071,3144.5823013571708,8020.803330591137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Karnovich,5868.967304,5801.283551,5937.706546,5933.317357,5816.255678,6106.650394,5834.609931,5850.078798,5750.132742,5800.348305,5852.506875,5732.472893,5743.181252,6018.521442,5994.481515,8096.854445,8299.609948,7749.637716,5802.322601403617,8324.025205621367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Khomyakov,4144.489262,2873.494235,4424.667897,4567.460992,2522.493254,5461.177857,3093.2927,3642.110519,2795.994246,3181.356862,3520.332133,2544.13626,2857.990088,5267.575679,4259.041339,7827.465537,8062.985799,7557.800055,2059.9199374889013,8039.513597276347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Khvoshchinskaya,4265.131041,3708.654587,4519.48988,4665.135399,3735.365296,5479.884911,3794.600112,3849.788253,3703.069328,3750.41427,3842.497304,3709.531377,3747.981356,5314.051533,4459.424676,7784.673382,8008.432825,7566.045045,3718.5851929446208,7986.945686121861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Kogan,4127.43732,2852.435839,4449.021192,4556.591959,2502.584103,5419.326935,3066.439244,3626.115776,2695.709413,3172.376442,3489.025755,2447.828314,2859.165991,5207.709744,4279.475175,7758.608457,8000.902414,7525.973887,2052.202374538901,7956.367781781451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Kokhanovskaya,4268.77544,4046.744772,4547.852804,4679.684914,4057.825853,5528.753739,4115.472056,4149.203354,3920.069254,4087.276843,4151.78588,3926.875224,4073.882142,5318.618097,4436.522922,7797.887454,8032.810449,7579.742139,4020.5987638660704,8003.013867248786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Kokorev,4143.474358,2925.336388,4439.820652,4588.354252,2618.316539,5452.761293,3123.248946,3669.396848,2834.09129,3224.948284,3537.764364,2603.238342,2909.35371,5235.473079,4289.151812,7778.945165,8037.538949,7500.052786,2565.4458283388653,8002.747768344936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Kolbasin,4103.439789,2808.057134,4387.627239,4513.562514,2477.358864,5371.417292,3041.305678,3584.128163,2666.46563,3125.610889,3444.446098,2434.245923,2821.417377,5175.691557,4295.054032,7676.518744,7945.117584,7545.340703,2027.8975553570417,7879.248350972841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Konshin,4260.509105,3537.149242,4557.902393,4673.247323,3539.516655,5540.420398,3597.022662,3794.151397,3497.970292,3572.322965,3671.898872,3481.385442,3523.37805,5322.193166,4434.914293,7856.055448,8040.969915,7519.608623,3508.8949859181616,8061.587161233334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Kornilovich,4135.179179,2946.150506,4473.05519,4614.480127,2572.631368,5553.268595,3142.338212,3703.876407,2831.840169,3248.174404,3568.302766,2564.539283,2896.553128,5272.513297,4305.254025,7928.609986,8067.53114,7521.304079,2097.78091708484,8141.284139922161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Korolenko,4697.150537,4516.399413,4736.651644,4801.373009,4542.275641,5656.4267,4596.391321,4642.359556,4504.206345,4556.03011,4615.410487,4522.806957,4564.683763,5416.729912,4675.350085,7888.546212,8118.316653,7671.314235,4536.886622198196,8078.154594742197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Krasnitskiy,4946.455075,4871.262473,5055.442863,4996.844098,4868.715978,5833.833572,4905.64843,4974.881177,4820.904714,4906.48489,4953.595239,4796.818158,4852.441178,5515.347118,4977.769652,8055.123622,8153.173156,7670.035352,4866.563897146466,8247.295302417418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Krasnova,4202.612058,2886.524257,4476.59571,4619.917215,2547.931047,5424.479781,3102.388239,3642.708805,2823.271462,3188.638258,3510.36706,2601.412525,2880.883836,5273.084926,4338.273628,7794.151039,8010.549726,7655.966709,2111.5017505263604,8000.161906310482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Krestovskaya,4363.833597,3819.164762,4596.083538,4735.615214,3848.888694,5533.804939,3917.926316,3980.33706,3829.149899,3873.885671,3953.176988,3843.101156,3888.766904,5390.837424,4497.779352,7845.16815,8077.632427,7711.747832,3857.082635135468,8041.700051111724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Kryukov,4151.173675,2974.687379,4490.247355,4622.969649,2633.851124,5516.596085,3172.859972,3726.420634,2883.807994,3277.23468,3588.754686,2646.495388,2966.320673,5280.54769,4362.595001,7830.123568,8091.69095,7559.34172,2313.7981235288967,8018.668932477449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Kryzhanovskaya,9332.360366,9112.403991,9304.606207,9302.805116,9179.792102,9400.107267,9229.35748,9277.614963,9207.170776,9089.807285,9252.892911,9117.707864,9175.038931,9288.252166,9344.705088,9542.81946,9530.322228,9610.054025,9303.617961212069,9583.417678957769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Kugushev,4125.711354,2836.552811,4408.98526,4545.513013,2508.139479,5403.427401,3043.162296,3584.159463,2761.124348,3143.855484,3468.379756,2528.462414,2826.480304,5196.016427,4350.832681,7682.964927,7964.273275,7493.634183,2050.7370964218776,7907.164920970931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Kulchitskiy,4133.209568,2838.416141,4445.534689,4579.388911,2487.811443,5426.095512,3054.017998,3608.121738,2768.463806,3151.162102,3483.697068,2528.227896,2834.908176,5257.892777,4266.105375,7788.929519,8014.408956,7581.150661,2029.4454780882238,8002.705339629713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Kuprin,4326.727245,3689.152502,4606.985636,4729.648323,3703.33024,5583.07817,3768.933015,3847.950848,3679.882382,3736.525186,3802.184817,3696.202543,3732.092324,5370.470827,4482.241467,7890.868816,8127.840525,7716.390196,3688.107192540146,8086.569797098992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Kushchevskiy,4310.51025,3740.96455,4577.172526,4714.770259,3762.97861,5562.328361,3806.071441,3871.180943,3734.602122,3789.324106,3858.087331,3740.397588,3777.795873,5367.67308,4514.094464,7854.898933,8119.828054,7632.520996,3745.322486695394,8060.967809331267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Lazhechnikov,8795.851478,8702.472114,8765.972083,8798.74259,8722.119959,8966.512728,8767.570766,8776.724831,8672.331231,8676.663862,8710.049294,8642.82019,8669.584715,8816.044942,8825.067539,9071.113573,9175.398656,9055.851553,8769.133461752004,9130.65809981967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Lebedev,4159.42987,3193.424825,4551.376584,4611.705348,3166.220246,5618.996091,3278.346076,3798.372391,3124.584897,3364.069167,3655.077788,3099.973943,3183.708325,5304.784641,4361.306015,7937.350138,8142.73811,7534.483734,3105.4811838010996,8122.271490947453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Leontyev,6918.993946,6752.056537,6885.862235,6928.357805,6825.55027,7071.335106,6851.749251,6841.657553,6735.94607,6749.012008,6826.315076,6734.593388,6781.278729,6990.929411,6982.617846,8044.020009,8200.203051,7797.54421,6822.736966714582,8239.719776292055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Leontyev_shcheglov,4129.938719,2847.389347,4432.960011,4572.383477,2504.701802,5449.294878,3073.026407,3639.460172,2769.948294,3164.134715,3497.632837,2534.755707,2854.727061,5241.930385,4336.874917,7799.787838,7982.928062,7553.146099,2052.8547773052683,7999.222918046182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Lermontov,4815.171928,4646.569099,4862.854509,4867.990469,4660.570626,5648.902246,4731.318952,4765.986345,4638.609336,4660.519674,4737.018367,4634.676017,4669.049321,5386.755817,4807.146998,7904.197234,8075.8174,7658.160282,4676.233769698339,8107.515597049584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Leskov,13142.30787,12945.14128,12968.6038,13071.42467,13071.53635,13219.51366,13091.05382,12978.85559,12886.07694,12862.2193,12954.47779,12946.76069,12997.78916,13174.93593,13248.75818,13152.59469,13421.76977,13362.03292,13098.457702948763,13255.870749861184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Levitov,4084.456373,2848.340323,4394.758471,4525.079366,2495.374258,5423.184689,3067.097325,3615.234508,2729.802299,3161.276632,3474.583864,2494.474847,2851.042463,5166.429966,4215.662401,7698.753183,7996.258143,7494.40617,2037.0990449055244,7921.498669761971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Leykin,7849.691274,7709.243419,7845.947186,7869.715976,7759.785703,7966.865496,7730.811231,7666.22402,7449.803056,7728.303327,7772.753701,7458.488673,7784.559804,7915.470499,7901.777038,8166.77253,8400.769638,8294.709496,7690.164895112838,8319.637130949393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
